TIPO;PAIS;REGION;CIUDAD;CATEGORIA;NOMBRE;XML URL;HTML URL
 Medios;Guatemala ;Guatemala ;Guatemala ;Econom°a;Prensa Libre;http://www.prensalibre.com/rss/economia/;www.prensalibre.com
 Medios;Guatemala ;Guatemala ;Guatemala ;Espect†culos y Cultura;Prensa Libre;http://www.prensalibre.com/rss/escenario/espectaculos/;www.prensalibre.com
 Medios;Guatemala ;Guatemala ;Guatemala ;Internacionales;Prensa Libre;http://www.prensalibre.com/rss/internacionales/;www.prensalibre.com
 Medios;Guatemala ;Guatemala ;Guatemala ;Sociales;Prensa Libre;http://www.prensalibre.com/rss/noticias/justicia/;www.prensalibre.com
 Medios;Guatemala ;Guatemala ;Guatemala ;Pol°tica;Prensa Libre;http://www.prensalibre.com/rss/noticias/politica/;www.prensalibre.com
 Medios;Guatemala ;Guatemala ;Guatemala ;Tecnolog°a & Ciencia;Prensa Libre;http://www.prensalibre.com/rss/tecnologia/;www.prensalibre.com
 Medios;Guatemala ;Guatemala ;Guatemala ;No Categorizado;Noticias.com.gt;http://noticias.com.gt/feed;noticias.com.gt
 Medios;Guatemala ;Guatemala ;Guatemala ;No Categorizado;Noti7;http://www.noti7.com.gt/rss.php;www.noti7.com.gt
 Medios;Guatemala ;Guatemala ;Guatemala ;No Categorizado;Telediario;http://telediario.com.gt/rss.php;telediario.com.gt
 Medios;Honduras ;Atl†ntida;La Ceiba;No Categorizado;La Ceiba City;http://laceibacity.com/feed/;laceibacity.com
 Medios;Honduras ;CortÇs;San Pedro Sula;Tecnolog°a & Ciencia;Tiempo;http://www.tiempo.hn/web2/secciones/ciencia-y-tecnologia.feed?type=rss;www.tiempo.hn
 Medios;Honduras ;CortÇs;San Pedro Sula;Deportes;Tiempo;http://www.tiempo.hn/cronometromundialista/index.php?format=feed&type=rss;www.tiempo.hn
 Medios;Honduras ;CortÇs;San Pedro Sula;Nacionales;Tiempo;http://www.tiempo.hn/web2/secciones/el-pais.feed?type=rss;www.tiempo.hn
 Medios;Honduras ;CortÇs;San Pedro Sula;Espect†culos y Cultura;Tiempo;http://www.tiempo.hn/web2/secciones/entretenimiento.feed?type=rss;www.tiempo.hn
 Medios;Honduras ;CortÇs;San Pedro Sula;Internacionales;Tiempo;http://www.tiempo.hn/web2/secciones/internacionales.feed?type=rss;www.tiempo.hn
 Medios;Honduras ;CortÇs;San Pedro Sula;Sociales;Tiempo;http://www.tiempo.hn/web2/secciones/riflazos.feed?type=rss;www.tiempo.hn
 Medios;Honduras ;CortÇs;San Pedro Sula;Sociales;Tiempo;http://www.tiempo.hn/sociedad/index.php?format=feed&type=rss;www.tiempo.hn
 Medios;Honduras ;CortÇs;San Pedro Sula;Deportes;La Prensa;http://feeds.feedburner.com/laprensa_deportes;www.laprensa.hn
 Medios;Honduras ;CortÇs;San Pedro Sula;Internacionales;La Prensa;http://feeds.feedburner.com/laprensa_internacionales;www.laprensa.hn
 Medios;Honduras ;CortÇs;San Pedro Sula;Econom°a;La Prensa;http://feeds.feedburner.com/laprensa_negocios;www.laprensa.hn
 Medios;Honduras ;CortÇs;San Pedro Sula;Nacionales;La Prensa;http://feeds.feedburner.com/laprensa_pais;www.laprensa.hn
 Medios;Honduras ;CortÇs;San Pedro Sula;No Categorizado;La Prensa;http://feeds.feedburner.com/laprensa_sanpedrosula;www.laprensa.hn
 Medios;Honduras ;Yoro;El Progreso;No Categorizado;El Progrese§o;http://www.elprogreseno.hn/feed/;www.elprogreseno.hn
 Medios;Honduras ;Yoro;El Progreso;No Categorizado;FNRP El Progreso;http://elprogresoresiste.codigosur.net/rss.php;elprogresoresiste.codigosur.net
 Medios;Honduras ;Moraz†n;Tegucigalpa;No Categorizado;El Libertador;http://ellibertador.hn/feed/index.1.rss;www.ellibertador.hn
 Medios;Honduras ;Moraz†n;Tegucigalpa;Deportes;Diez;http://www.diez.hn/rsstemplate/feed/todos;www.diez.hn
 Medios;Honduras ;Moraz†n;Tegucigalpa;No Categorizado;Conexihon;http://www.conexihon.com/rss.xml;www.conexihon.com
 Medios;Honduras ;Moraz†n;Tegucigalpa;No Categorizado;Hondudiario;http://www.hondudiario.com/l/taxonomy/term/118/0/feed;www.hondudiario.com
 Medios;Honduras ;Moraz†n;Tegucigalpa;No Categorizado;La Tribuna.hn;http://www.latribuna.hn/web2.0/?feed=rss;www.latribuna.hn
 Medios;Mexico ;Distrito Federal;;Tecnolog°a & Ciencia;AEE;http://www.lacronica.com/rss/rsscienciaytecnologia.xml;www.lacronica.com
 Medios;Mexico ;Distrito Federal;;Deportes;AEE;http://www.lacronica.com/rss/rssdeportes.xml;www.lacronica.com
 Medios;Mexico ;Distrito Federal;;Espect†culos y Cultura;AEE;http://www.lacronica.com/rss/rssEntretenimiento.xml;www.lacronica.com
 Medios;Mexico ;Distrito Federal;;Internacionales;AEE;http://www.lacronica.com/rss/rssinternacional.xml;www.lacronica.com
 Medios;Mexico ;Distrito Federal;;Nacionales;AEE;http://www.lacronica.com/rss/rssnacional.xml;www.lacronica.com
 Medios;Mexico ;Distrito Federal;;Sociales;AEE;http://www.lacronica.com/rss/rssvidayestilo.xml;www.lacronica.com
 Medios;Mexico ;Distrito Federal;;Sociales;Diario de Mexico;http://www.diariodemexico.com.mx/index.php?option=com_content&view=category&layout=blog&id=20&Itemid=156&format=feed&type=rss;www.diariodemexico.com.mx
 Medios;Mexico ;Distrito Federal;;Pol°tica;Diario de Mexico;http://www.diariodemexico.com.mx/index.php?option=com_content&view=category&layout=blog&id=18&Itemid=155&format=feed&type=rss;www.diariodemexico.com.mx
 Medios;Mexico ;Distrito Federal;;Sociales;Diario de Mexico;http://www.diariodemexico.com.mx/index.php?option=com_content&view=category&layout=blog&id=28&Itemid=159&format=feed&type=rss;www.diariodemexico.com.mx
 Medios;Mexico ;Distrito Federal;;Deportes;Diario Estadio;http://estadiodeportes.com.mx/feed;www.estadiodeportes.com.mx
 Medios;Mexico ;Distrito Federal;;Deportes;EL ECONOMISTA;http://www.economista.com.mx/deportes/rss/;www.eleconomista.com.mx
 Medios;Mexico ;Distrito Federal;;Econom°a;EL ECONOMISTA;http://www.economista.com.mx/dinero/rss/;www.eleconomista.com.mx
 Medios;Mexico ;Distrito Federal;;Internacionales;EL ECONOMISTA;http://www.economista.com.mx/internacional/rss/;www.eleconomista.com.mx
 Medios;Mexico ;Distrito Federal;;Econom°a;EL ECONOMISTA;http://www.economista.com.mx/empresas/rss/;www.eleconomista.com.mx
 Medios;Mexico ;Distrito Federal;;Pol°tica;EL ECONOMISTA;http://www.economista.com.mx/politica/rss/;www.eleconomista.com.mx
 Medios;Mexico ;Distrito Federal;;Tecnolog°a & Ciencia;EL ECONOMISTA;http://www.economista.com.mx/tecnociencia/rss;www.eleconomista.com.mx
 Medios;Mexico ;Distrito Federal;;Tecnolog°a & Ciencia;El Universal;http://www.eluniversal.com.mx/rss/ciencia.xml;www.eluniversal.com.mx
 Medios;Mexico ;Distrito Federal;;Tecnolog°a & Ciencia;El Universal;http://www.eluniversal.com.mx/rss/computo.xml;www.eluniversal.com.mx
 Medios;Mexico ;Distrito Federal;;Espect†culos y Cultura;El Universal;http://www.eluniversal.com.mx/rss/cultura.xml;www.eluniversal.com.mx
 Medios;Mexico ;Distrito Federal;;Deportes;El Universal;http://www.eluniversal.com.mx/rss/deportes.xml;www.eluniversal.com.mx
 Medios;Mexico ;Distrito Federal;;Espect†culos y Cultura;El Universal;http://www.eluniversal.com.mx/rss/espectaculos.xml;www.eluniversal.com.mx
 Medios;Mexico ;Distrito Federal;;Econom°a;El Universal;http://www.eluniversal.com.mx/rss/finanzas.xml;www.eluniversal.com.mx
 Medios;Mexico ;Distrito Federal;;Espect†culos y Cultura;El Universal;http://www.eluniversal.com.mx/rss/grafico.xml;www.eluniversal.com.mx
 Medios;Mexico ;Distrito Federal;;Nacionales;El Universal;http://www.eluniversal.com.mx/rss/mexico.xml;www.eluniversal.com.mx
 Medios;Mexico ;Distrito Federal;;Internacionales;El Universal;http://www.eluniversal.com.mx/rss/mundo.xml;www.eluniversal.com.mx
 Medios;Mexico ;Distrito Federal;;Econom°a;El Universal;http://www.eluniversal.com.mx/rss/pymes.xml;www.eluniversal.com.mx
 Medios;Mexico ;Distrito Federal;;Sociales;El Universal;http://www.eluniversal.com.mx/rss/sociedad.xml;www.eluniversal.com.mx
 Medios;Mexico ;Distrito Federal;;Deportes;El Universal;http://www.vefutbol.com.mx/rss/vefutbol.xml;www.vefutbol.com.mx
 Medios;Mexico ;Distrito Federal;;Sociales;Excelsior;http://www.nuevoexcelsior.com.mx/rss/rss.php?cat=10;www.excelsior.com.mx
 Medios;Mexico ;Distrito Federal;;Deportes;Excelsior;http://www.nuevoexcelsior.com.mx/rss/rss.php?cat=2;www.excelsior.com.mx
 Medios;Mexico ;Distrito Federal;;Econom°a;Excelsior;http://www.nuevoexcelsior.com.mx/rss/rss.php?cat=13;www.excelsior.com.mx
 Medios;Mexico ;Distrito Federal;;Espect†culos y Cultura;Excelsior;http://www.nuevoexcelsior.com.mx/rss/rss.php?cat=3;www.excelsior.com.mx
 Medios;Mexico ;Distrito Federal;;Internacionales;Excelsior;http://www.nuevoexcelsior.com.mx/rss/rss.php?cat=21;www.excelsior.com.mx
 Medios;Mexico ;Distrito Federal;;Nacionales;Excelsior;http://www.nuevoexcelsior.com.mx/rss/rss.php?cat=1;www.excelsior.com.mx
 Medios;Mexico ;Distrito Federal;;Deportes;La Afici¢n;http://www.laaficion.com/feed/noticias;www.laaficion.com
 Medios;Mexico ;Distrito Federal;;Deportes;La Cr¢nica de Hoy;http://www.cronica.com.mx/rss/rssSeccion.php?id=5&nombre=Deportes&url=seccion.php?seccion=deportes&id=5;www.cronica.com.mx
 Medios;Mexico ;Distrito Federal;;Espect†culos y Cultura;La Cr¢nica de Hoy;http://www.cronica.com.mx/rss/rssSeccion.php?id=23&nombre=Espect%C3%A1culos&url=seccion.php?seccion=espectaculos&id=23;www.cronica.com.mx
 Medios;Mexico ;Distrito Federal;;Tecnolog°a & Ciencia;La Cr¢nica de Hoy;http://www.cronica.com.mx/rss/rssSeccion.php?id=19&nombre=Internet&url=seccion.php?seccion=internet&id=19;www.cronica.com.mx
 Medios;Mexico ;Distrito Federal;;Internacionales;La Cr¢nica de Hoy;http://www.cronica.com.mx/rss/rssSeccion.php?id=3&nombre=Mundo&url=seccion.php?seccion=mundo&id=3;www.cronica.com.mx
 Medios;Mexico ;Distrito Federal;;Nacionales;La Cr¢nica de Hoy;http://www.cronica.com.mx/rss/rssSeccion.php?id=1&nombre=Nacional&url=seccion.php?seccion=nacional&id=1;www.cronica.com.mx
 Medios;Mexico ;Distrito Federal;;Econom°a;La Cr¢nica de Hoy;http://www.cronica.com.mx/rss/rssSeccion.php?id=4&nombre=Negocios&url=seccion.php?seccion=negocios&id=4;www.cronica.com.mx
 Medios;Mexico ;Distrito Federal;;Tecnolog°a & Ciencia;La Jornada;http://www.jornada.unam.mx/rss/ciencias.xml;www.jornada.unam.mx
 Medios;Mexico ;Distrito Federal;;Espect†culos y Cultura;La Jornada;http://www.jornada.unam.mx/rss/cultura.xml;www.jornada.unam.mx
 Medios;Mexico ;Distrito Federal;;Deportes;La Jornada;http://www.jornada.unam.mx/rss/deportes.xml;www.jornada.unam.mx
 Medios;Mexico ;Distrito Federal;;Econom°a;La Jornada;http://www.jornada.unam.mx/rss/economia.xml;www.jornada.unam.mx
 Medios;Mexico ;Distrito Federal;;Espect†culos y Cultura;La Jornada;http://www.jornada.unam.mx/rss/espectaculos.xml;www.jornada.unam.mx
 Medios;Mexico ;Distrito Federal;;Internacionales;La Jornada;http://www.jornada.unam.mx/rss/mundo.xml;www.jornada.unam.mx
 Medios;Mexico ;Distrito Federal;;Pol°tica;La Jornada;http://www.jornada.unam.mx/rss/politica.xml;www.jornada.unam.mx
 Medios;Mexico ;Distrito Federal;;Sociales;La Jornada;http://www.jornada.unam.mx/rss/sociedad.xml;www.jornada.unam.mx
 Medios;Mexico ;Distrito Federal;;Espect†culos y Cultura;Milenio;http://www.milenio.com/feed/atiempo/cultura;www.milenio.com
 Medios;Mexico ;Distrito Federal;;Espect†culos y Cultura;Milenio;http://www.milenio.com/feed/atiempo/espectaculos;www.milenio.com
 Medios;Mexico ;Distrito Federal;;Internacionales;Milenio;http://www.milenio.com/feed/atiempo/internacional;www.milenio.com
 Medios;Mexico ;Distrito Federal;;Econom°a;Milenio;http://www.milenio.com/feed/atiempo/negocios;www.milenio.com
 Medios;Mexico ;Distrito Federal;;Sociales;Milenio;http://www.milenio.com/feed/atiempo/policia;www.milenio.com
 Medios;Mexico ;Distrito Federal;;Pol°tica;Milenio;http://www.milenio.com/feed/atiempo/politica;www.milenio.com
 Medios;Mexico ;Distrito Federal;;Sociales;Milenio;http://www.milenio.com/feed/atiempo/tendencias;www.milenio.com
 Medios;Mexico ;Distrito Federal;;Tecnolog°a & Ciencia;OEM;http://www.oem.com.mx/elsoldelcentro/rss/rss_cyt.xml;www.oem.com.mx
 Medios;Mexico ;Distrito Federal;;Espect†culos y Cultura;OEM;http://www.oem.com.mx/elsoldelcentro/rss/rss_cultura.xml;www.oem.com.mx
 Medios;Mexico ;Distrito Federal;;Espect†culos y Cultura;OEM;http://www.oem.com.mx/elsoldelcentro/rss/rss_espectaculos.xml;www.oem.com.mx
 Medios;Mexico ;Distrito Federal;;Econom°a;OEM;http://www.oem.com.mx/elsoldelcentro/rss/rss_finanzas.xml;www.oem.com.mx
 Medios;Mexico ;Distrito Federal;;Internacionales;OEM;http://www.oem.com.mx/elsoldelcentro/rss/rss_internacional.xml;www.oem.com.mx
 Medios;Mexico ;Distrito Federal;;Nacionales;OEM;http://www.oem.com.mx/elsoldelcentro/rss/rss_mexico.xml;www.oem.com.mx
 Medios;Mexico ;Distrito Federal;;Sociales;OEM;http://www.oem.com.mx/elsoldelcentro/rss/rss_migracion.xml;www.oem.com.mx
 Medios;Mexico ;Distrito Federal;;Deportes;Ovaciones;http://www.ovaciones.com/index.php?format=feed&type=rss;www.ovaciones.com
 Medios;Mexico ;Distrito Federal;;Deportes;proceso.com.mx;http://www.proceso.com.mx/rv/modHome/rss/8;www.proceso.com.mx
 Medios;Mexico ;Distrito Federal;;Espect†culos y Cultura;proceso.com.mx;http://www.proceso.com.mx/rv/modHome/rss/7;www.proceso.com.mx
 Medios;Mexico ;Distrito Federal;;Internacionales;proceso.com.mx;http://www.proceso.com.mx/rv/modHome/rss/3;www.proceso.com.mx
 Medios;Mexico ;Distrito Federal;;Nacionales;proceso.com.mx;http://www.proceso.com.mx/rv/modHome/rss/1;www.proceso.com.mx
 Medios;Mexico ;Distrito Federal;;Econom°a;proceso.com.mx;http://www.proceso.com.mx/rv/modHome/rss/5;www.proceso.com.mx
 Medios;Mexico ;Distrito Federal;;Econom°a;Revista Midia;http://www.midia.com.mx/feed/;www.midia.com.mx
 Medios;Mexico ;Distrito Federal;;Tecnolog°a & Ciencia;Uno mas uno;http://www.unomasuno.com.mx/index.php?option=com_content&view=section&id=14&layout=blog&Itemid=419&format=feed&type=rss;www.unomasuno.com.mx
 Medios;Mexico ;Distrito Federal;;Espect†culos y Cultura;Uno mas uno;http://www.unomasuno.com.mx/index.php?option=com_content&view=section&id=11&layout=blog&Itemid=551&format=feed&type=rss;www.unomasuno.com.mx
 Medios;Mexico ;Distrito Federal;;Deportes;Uno mas uno;http://www.unomasuno.com.mx/index.php?option=com_content&view=category&layout=blog&id=141&Itemid=562&format=feed&type=rss;www.unomasuno.com.mx
 Medios;Mexico ;Distrito Federal;;Econom°a;Uno mas uno;http://www.unomasuno.com.mx/index.php?option=com_content&view=category&layout=blog&id=3&Itemid=542&format=feed&type=rss;www.unomasuno.com.mx
 Medios;Mexico ;Distrito Federal;;Espect†culos y Cultura;Uno mas uno;http://www.unomasuno.com.mx/index.php?option=com_content&view=section&layout=blog&id=12&Itemid=414&format=feed&type=rss;www.unomasuno.com.mx
 Medios;Mexico ;Distrito Federal;;Internacionales;Uno mas uno;http://www.unomasuno.com.mx/index.php?option=com_content&view=category&layout=blog&id=140&Itemid=540&format=feed&type=rss;www.unomasuno.com.mx
 Medios;Mexico ;Distrito Federal;;Sociales;Uno mas uno;http://www.unomasuno.com.mx/index.php?option=com_content&view=category&layout=blog&id=115&Itemid=514&format=feed&type=rss;www.unomasuno.com.mx
 Medios;Mexico ;Distrito Federal;;Nacionales;Uno mas uno;http://www.unomasuno.com.mx/index.php?option=com_content&view=category&layout=blog&id=1&Itemid=541&format=feed&type=rss;www.unomasuno.com.mx
 Medios;Mexico ;Distrito Federal;;Pol°tica;Uno mas uno;http://www.unomasuno.com.mx/index.php?option=com_content&view=category&layout=blog&id=144&Itemid=566&format=feed&type=rss;www.unomasuno.com.mx
 Medios;Mexico ;Distrito Federal;;No Categorizado;Diario de Mexico;http://www.diariodemexico.com.mx/index.php?option=com_content&view=category&layout=blog&id=21&Itemid=157&format=feed&type=rss;www.diariodemexico.com.mx
 Medios;Mexico ;Distrito Federal;;No Categorizado;Diario de Mexico;http://www.diariodemexico.com.mx/index.php?option=com_content&view=category&layout=blog&id=25&Itemid=158&format=feed&type=rss;www.diariodemexico.com.mx
 Medios;Mexico ;Distrito Federal;;No Categorizado;EL ECONOMISTA;http://www.economista.com.mx/df/rss/;www.eleconomista.com.mx
 Medios;Mexico ;Distrito Federal;;No Categorizado;El Semanario;http://www.elsemanario.com.mx/rss/noticias_titulares.xml;www.elsemanario.com.mx
 Medios;Mexico ;Distrito Federal;;No Categorizado;El Universal;http://www.eluniversal.com.mx/rss/df.xml;www.eluniversal.com.mx
 Medios;Mexico ;Distrito Federal;;No Categorizado;El Universal;http://www.eluniversal.com.mx/rss/estados.xml;www.eluniversal.com.mx
 Medios;Mexico ;Distrito Federal;;No Categorizado;La Cr¢nica de Hoy;http://www.cronica.com.mx/rss/rssSeccion.php?id=2&nombre=Ciudad&url=seccion.php?seccion=ciudad&id=2;www.cronica.com.mx
 Medios;Mexico ;Distrito Federal;;No Categorizado;La Jornada;http://www.jornada.unam.mx/rss/capital.xml;www.jornada.unam.mx
 Medios;Mexico ;Distrito Federal;;No Categorizado;La Jornada;http://www.jornada.unam.mx/rss/estados.xml;www.jornada.unam.mx
 Medios;Mexico ;Distrito Federal;;No Categorizado;Milenio;http://www.milenio.com/feed/atiempo/estados;www.milenio.com
 Medios;Mexico ;Distrito Federal;;No Categorizado;proceso.com.mx;http://www.proceso.com.mx/rv/modHome/rss/2;www.proceso.com.mx
 Medios;Mexico ;Distrito Federal;;No Categorizado;Uno mas uno;http://www.unomasuno.com.mx/index.php?option=com_content&view=category&layout=blog&id=116&Itemid=515&format=feed&type=rss;www.unomasuno.com.mx
 Medios;Mexico ;Distrito Federal;;No Categorizado;Noticias de tu Ciudad;http://www.noticiasdetuciudad.df.gob.mx/?feed=rss2;www.noticiasdetuciudad.df.gob.mx
 Medios;Mexico ;Distrito Federal;;No Categorizado;Reforma;http://www.reforma.com/rss/portada.xml;www.reforma.com
 Medios;Mexico ;Distrito Federal;;Econom°a;El Financiero;http://www.elfinanciero.com.mx/index.php?option=com_mediarss&feed_id=28&format=raw;www.elfinanciero.com.mx
 Medios;Mexico ;Durango;Durango;No Categorizado;El Siglo de Durango;http://feeds.feedburner.com/dgo;www.elsiglodedurango.com.mx
 Medios;Mexico ;Durango;G¢mez Palacio;No Categorizado;El Siglo de Torre¢n;http://www.elsiglodetorreon.com.mx/channel/gomezpalacio.xml;www.elsiglodetorreon.com.mx
 Medios;Mexico ;Durango;Lerdo;No Categorizado;El Siglo de Torre¢n;http://www.elsiglodetorreon.com.mx/channel/lerdo.xml;www.elsiglodetorreon.com.mx
 Medios;Mexico ;Durango;Durango;No Categorizado;Durango al D°a;http://feeds.feedburner.com/DurangoAlDiaDurango?format=xml;www.durangoaldia.com
 Medios;Mexico ;Durango;Durango;No Categorizado;Contexto Durango;http://contextodedurango.com.mx/noticias/feed/;contextodedurango.com.mx
 Medios;Mexico ;Durango;Durango;No Categorizado;La Voz de Durango;http://www.lavozdedurango.com/frontpage/feed;www.lavozdedurango.com
 Medios;Mexico ;Estado de MÇxico;La Paz;No Categorizado;EL PERIODICO DE BAJA CALIFORNIA SUR;http://diarioelperiodico.blogspot.com/feeds/posts/default;www.diarioelperiodico.blogspot.com
 Medios;Mexico ;Estado de MÇxico;;No Categorizado;Milenio;http://www.milenio.com/feed/atiempo/edomex;www.milenio.com
 Medios;Mexico ;Estado de MÇxico;Ecatepec;No Categorizado;Ecatepec;http://ecatepec.blogia.com/index.xml;ecatepec.blogia.com
 Medios;Mexico ;Estado de MÇxico;Ecatepec;No Categorizado;Ecatepec Noticias;http://ecatepecnoticias.blogspot.com/feeds/posts/default;ecatepecnoticias.blogspot.com
 Medios;Mexico ;Estado de MÇxico;Ecatepec;No Categorizado;Ecatepec.com;http://ecatepec.com/index.php/feed/;ecatepec.com
 Medios;Mexico ;Estado de MÇxico;Teotihuacan;No Categorizado;Teotihuacan en linea;http://teotihuacanenlinea.blogspot.com/feeds/posts/default;teotihuacanenlinea.blogspot.com
 Medios;Mexico ;Estado de MÇxico;Toluca;No Categorizado;El Informante Mexico;http://elinformantemexico.com/index2.php?option=com_rss&feed=RSS0.91&no_html=1;elinformantemexico.com
 Medios;Mexico ;Estado de MÇxico;Toluca;No Categorizado;Tres PM;http://www.trespm.com.mx/index.php?format=feed&type=rss;www.trespm.com.mx
 Medios;Mexico ;Estado de MÇxico;Toluca;No Categorizado;Diario Portal;http://diarioportal.com/feed/;diarioportal.com
 Medios;Mexico ;Estado de MÇxico;Ecatepec;No Categorizado;Actualidad Metropolitana de Ecatepec;http://actualidadmetropolitanadeecatepec.blogspot.com/feeds/posts/default?alt=rss;actualidadmetropolitanadeecatepec.blogspot.com
 Medios;Mexico ;Estado de MÇxico;Ecatepec;No Categorizado;Ayuntamiento de Ecatepec;http://www.ecatepec.gob.mx/rss.php;www.ecatepec.gob.mx
 Medios;Mexico ;Estado de MÇxico;Nezahualc¢yotl;No Categorizado;Noticias de Nezahualcoyotl;http://feeds.feedburner.com/NoticiasDeCiudadNezahualcoyotl;cdneza.blogspot.com
 Medios;Mexico ;Estado de MÇxico;Nezahualc¢yotl;No Categorizado;Neza en Linea;http://nezaen.crearblog.com/feed/;nezaen.crearblog.com
 Medios;Mexico ;Estado de MÇxico;Naucalpan de Ju†rez;No Categorizado;Naucalpan.org;http://www.naucalpan.org/?feed=rss2;www.naucalpan.org
 Medios;Mexico ;Estado de MÇxico;Cuautitl†n Izcalli;No Categorizado;Solo Izcalli;http://feeds.feedburner.com/Soloizcalli?format=xml;www.soloizcalli.com
 Medios;Mexico ;Estado de MÇxico;Cuautitl†n Izcalli;No Categorizado;Mizcalli;http://www.mizcalli.com/index.php?format=feed&type=rss;www.mizcalli.com/
 Medios;Mexico ;Estado de MÇxico;Tacemac;No Categorizado;Ayuntamiento de Tacemac;http://www.tecamac.gob.mx/index.php/principal/feed/rss/?format=feed;www.tecamac.gob.mx
 Medios;Mexico ;Estado de MÇxico;Chicoloapan;No Categorizado;Chicoloapan de Juarez;http://feeds.feedburner.com/NodoDeNoticiasDeChicoloapan?format=xml;chicoloapandejuarez.com.mx
 Medios;Mexico ;Estado de MÇxico;Huixquilucan;No Categorizado;Ayuntamiento de Huixquilucan;http://www.huixquilucan.gob.mx/feed/?cat=-39,-40;www.huixquilucan.gob.mx
 Medios;Mexico ;Estado de MÇxico;Texcoco;No Categorizado;Red Texcoco;http://www.redtexcoco.com/index.php?format=feed&type=rss;www.redtexcoco.com
 Medios;Mexico ;Estado de MÇxico;Zumpango;No Categorizado;Zumpango.org;http://www.zumpango.org/rss.xml;www.zumpango.org
 Medios;Mexico ;Guanajuato;Celaya;No Categorizado;Correo;http://correo-gto.com.mx/rss/?s=46;www.correo-gto.com.mx
 Medios;Mexico ;Guanajuato;Irapuato;No Categorizado;Correo;http://correo-gto.com.mx/rss/?s=44;www.correo-gto.com.mx
 Medios;Mexico ;Guanajuato;Le¢n;No Categorizado;Correo;http://correo-gto.com.mx/rss/?s=43;www.correo-gto.com.mx
 Medios;Mexico ;Guanajuato;Le¢n;No Categorizado;Milenio;http://www.milenio.com/feed/atiempo/leon;www.milenio.com
 Medios;Mexico ;Guanajuato;Le¢n;No Categorizado;Peri¢dico a.m.;http://feeds.feedburner.com/PeridicoAm?format=xml;www.am.com.mx
 Medios;Mexico ;Guanajuato;Salamanca;No Categorizado;Correo;http://correo-gto.com.mx/rss/?s=45;www.correo-gto.com.mx
 Medios;Mexico ;Guanajuato;Guanajuato;Sociales;Correo;http://correo-gto.com.mx/rss/?s=3;www.correo-gto.com.mx
 Medios;Mexico ;Guanajuato;Guanajuato;Deportes;Correo;http://correo-gto.com.mx/rss/?s=4;www.correo-gto.com.mx
 Medios;Mexico ;Guanajuato;Guanajuato;Sociales;Correo;http://correo-gto.com.mx/rss/?s=49;www.correo-gto.com.mx
 Medios;Mexico ;Guanajuato;Guanajuato;Internacionales;Correo;http://correo-gto.com.mx/rss/?s=2;www.correo-gto.com.mx
 Medios;Mexico ;Guanajuato;Guanajuato;Nacionales;Correo;http://correo-gto.com.mx/rss/?s=1;www.correo-gto.com.mx
 Medios;Mexico ;Guanajuato;Guanajuato;Econom°a;Correo;http://correo-gto.com.mx/rss/?s=15;www.correo-gto.com.mx
 Medios;Mexico ;Guanajuato;Guanajuato;Sociales;Correo;http://correo-gto.com.mx/rss/?s=48;www.correo-gto.com.mx
 Medios;Mexico ;Guanajuato;Guanajuato;Sociales;Correo;http://correo-gto.com.mx/rss/?s=47;www.correo-gto.com.mx
 Medios;Mexico ;Guanajuato;Le¢n;No Categorizado;El Heraldo de Baj°o;http://www.heraldodelbajio.com/www/index.php?format=feed&type=rss;www.heraldodelbajio.com
 Medios;Mexico ;Guanajuato;;No Categorizado;Vamos Guanajuato;http://www.vamosaguanajuato.com/gto/esp/rss2.php;www.vamosaguanajuato.com
 Medios;Mexico ;Guanajuato;Dolores de Hidalgo;No Categorizado;Ayuntamiendo de Dolores Hidalgo;http://www.doloreshidalgo.gob.mx/dolo/index.php?format=feed&type=rss;www.doloreshidalgo.gob.mx
 Medios;Mexico ;Guanajuato;Dolores de Hidalgo;No Categorizado;Dolores de Hidalgo;http://hidalgo.atompedia.com/es/sitemap/feed;hidalgo.atompedia.com
 Medios;Mexico ;Guerrero;Arcelia;Deportes;Despertar del Sur;http://www.despertardelsur.com/ds/index.php?option=com_content&view=category&layout=blog&id=8&Itemid=4&format=feed&type=rss;www.despertardelsur.com
 Medios;Mexico ;Guerrero;Arcelia;Nacionales;Despertar del Sur;http://www.despertardelsur.com/ds/index.php?option=com_content&view=category&layout=blog&id=7&Itemid=3&format=feed&type=rss;www.despertardelsur.com
 Medios;Mexico ;Guerrero;Arcelia;Sociales;Despertar del Sur;http://www.despertardelsur.com/ds/index.php?option=com_content&view=category&layout=blog&id=15&Itemid=7&format=feed&type=rss;www.despertardelsur.com
 Medios;Mexico ;Guerrero;Arcelia;No Categorizado;Despertar del Sur;http://www.despertardelsur.com/ds/index.php?option=com_content&view=category&layout=blog&id=1&Itemid=2&format=feed&type=rss;www.despertardelsur.com
 Medios;Mexico ;Guerrero;Ciudad Altamirano;No Categorizado;El Debate de los calentanos;http://eldebatedeloscalentanos.com/?feed=rss2;www.eldebatedeloscalentanos.com
 Medios;Mexico ;Guerrero;Iguala;No Categorizado;Diario 21;http://www.diario21.com/?module=displaysection&format=rss;www.diario21.com
 Medios;Mexico ;Guerrero;Zihuatanejo;No Categorizado;Despertar de la Costa;http://despertardelacosta.com/noticias/feed/;www.despertardelacosta.com
